timestamp,open,high,low,close,volume
2026-01-26 04:00:00,621.67,622.7,621.67,622.45,30309
2026-01-26 04:05:00,622.47,622.84,622.46,622.72,44580
2026-01-26 04:10:00,622.71,622.71,622.09,622.09,10003
2026-01-26 04:15:00,622.16,622.31,622.07,622.28,7420
2026-01-26 04:20:00,622.21,622.21,621.85,622.01,6248
2026-01-26 04:25:00,621.96,621.96,621.73,621.77,7694
2026-01-26 04:30:00,621.73,621.77,620.8,620.91,11778
2026-01-26 04:35:00,620.84,620.84,620.38,620.38,10887
2026-01-26 04:40:00,620.4,620.63,619.99,620.0,13971
2026-01-26 04:45:00,620.02,620.15,619.59,619.6,5914
2026-01-26 04:50:00,619.52,619.59,619.32,619.58,21025
2026-01-26 04:55:00,619.57,620.08,619.57,620.06,10195
2026-01-26 05:00:00,620.03,620.3,619.96,620.17,11109
2026-01-26 05:05:00,620.21,620.5,620.17,620.17,12234
2026-01-26 05:10:00,620.13,620.56,620.05,620.55,7621
2026-01-26 05:15:00,620.54,620.69,620.48,620.55,3045
2026-01-26 05:20:00,620.52,620.68,620.28,620.67,4341
2026-01-26 05:25:00,620.59,620.93,620.45,620.87,3644
2026-01-26 05:30:00,620.9,621.2,620.82,621.04,5606
2026-01-26 05:35:00,621.14,621.4,621.04,621.14,7866
2026-01-26 05:40:00,621.18,621.26,620.9,620.93,2546
2026-01-26 05:45:00,620.93,621.17,620.93,621.01,5241
2026-01-26 05:50:00,620.98,621.17,620.96,620.97,2933
2026-01-26 05:55:00,621.03,621.03,620.85,620.85,2625
2026-01-26 06:00:00,620.89,621.06,620.77,620.79,3664
2026-01-26 06:05:00,620.81,621.01,620.78,620.85,8423
2026-01-26 06:10:00,620.84,620.85,620.62,620.84,3557
2026-01-26 06:15:00,620.86,620.97,620.82,620.97,1963
2026-01-26 06:20:00,620.96,621.01,620.93,620.93,971
2026-01-26 06:25:00,620.85,620.85,620.71,620.84,1195
2026-01-26 06:30:00,620.8,621.08,620.8,620.93,1677
2026-01-26 06:35:00,620.94,621.04,620.89,620.98,3468
2026-01-26 06:40:00,620.9,620.99,620.82,620.88,4386
2026-01-26 06:45:00,620.9,620.98,620.83,620.83,3024
2026-01-26 06:50:00,620.88,621.19,620.88,621.12,3298
2026-01-26 06:55:00,621.07,621.34,621.07,621.32,2651
2026-01-26 07:00:00,621.31,621.97,621.25,621.93,12584
2026-01-26 07:05:00,621.89,622.29,621.77,622.19,3860
2026-01-26 07:10:00,622.09,622.32,622.09,622.2,9336
2026-01-26 07:15:00,622.18,622.22,621.8,621.86,4014
2026-01-26 07:20:00,621.88,621.94,621.69,621.71,6695
2026-01-26 07:25:00,621.78,621.84,621.63,621.8,2198
2026-01-26 07:30:00,621.93,621.96,621.71,621.78,8016
2026-01-26 07:35:00,621.78,621.87,621.68,621.73,3363
2026-01-26 07:40:00,621.71,621.74,621.48,621.51,6534
2026-01-26 07:45:00,621.61,621.69,621.5,621.52,6076
2026-01-26 07:50:00,621.5,621.77,621.5,621.67,4095
2026-01-26 07:55:00,621.76,621.8,621.66,621.78,1326
2026-01-26 08:00:00,622.59,622.95,619.4,621.64,148321
2026-01-26 08:05:00,621.64,622.51,620.41,621.94,54557
2026-01-26 08:10:00,621.95,622.08,621.86,622.06,19088
2026-01-26 08:15:00,622.05,622.2,621.94,622.08,21025
2026-01-26 08:20:00,622.1,622.18,621.83,621.86,16720
2026-01-26 08:25:00,621.86,621.86,621.67,621.78,41574
2026-01-26 08:30:00,621.76,621.86,621.56,621.57,26819
2026-01-26 08:35:00,621.59,621.62,621.19,621.4,37618
2026-01-26 08:40:00,621.38,621.45,621.03,621.45,42108
2026-01-26 08:45:00,621.41,622.0,621.38,621.98,52046
2026-01-26 08:50:00,621.977,622.36,621.94,622.18,32272
2026-01-26 08:55:00,622.16,622.53,622.11,622.44,51609
2026-01-26 09:00:00,622.44,622.84,622.44,622.77,57174
2026-01-26 09:05:00,622.65,622.91,622.61,622.69,28511
2026-01-26 09:10:00,622.72,622.78,622.49,622.57,36541
2026-01-26 09:15:00,622.55,622.74,622.53,622.5599,15200
2026-01-26 09:20:00,622.53,622.59,622.38,622.58,21108
2026-01-26 09:25:00,622.61,623.18,622.61,623.18,36296
2026-01-26 09:30:00,623.21,623.84,622.12,623.67,1216429
2026-01-26 09:35:00,623.7,624.36,623.65,624.25,868480
2026-01-26 09:40:00,624.24,625.0725,623.68,624.815,874279
2026-01-26 09:45:00,624.83,625.2234,624.49,624.56,595836
2026-01-26 09:50:00,624.6,625.3401,624.52,624.94,596524
2026-01-26 09:55:00,624.96,625.69,624.93,625.2949,509145
2026-01-26 10:00:00,625.28,625.47,625.04,625.345,420969
2026-01-26 10:05:00,625.35,625.58,624.9,624.93,470140
2026-01-26 10:10:00,624.94,625.42,624.455,625.32,512197
2026-01-26 10:15:00,625.35,626.14,625.1,626.09,478113
2026-01-26 10:20:00,626.09,626.456,626.09,626.3,506324
2026-01-26 10:25:00,626.305,626.315,625.335,625.48,423887
2026-01-26 10:30:00,625.48,626.06,625.32,625.84,395486
2026-01-26 10:35:00,625.82,626.26,625.56,625.9,291652
2026-01-26 10:40:00,625.91,625.98,625.2,625.33,316298
2026-01-26 10:45:00,625.33,626.15,625.33,626.11,396155
2026-01-26 10:50:00,626.11,626.67,626.0672,626.485,422410
2026-01-26 10:55:00,626.49,626.75,626.18,626.335,350999
2026-01-26 11:00:00,626.33,626.67,625.98,626.42,544745
2026-01-26 11:05:00,626.42,626.59,626.15,626.5358,266864
2026-01-26 11:10:00,626.54,626.7,626.34,626.45,242719
2026-01-26 11:15:00,626.43,626.5,625.83,625.94,317136
2026-01-26 11:20:00,625.93,626.64,625.62,626.59,412003
2026-01-26 11:25:00,626.58,627.0,626.42,626.9,430892
2026-01-26 11:30:00,626.92,627.44,626.84,626.84,495792
2026-01-26 11:35:00,626.84,627.23,626.71,626.93,327323
2026-01-26 11:40:00,626.94,627.03,626.68,626.72,187608
2026-01-26 11:45:00,626.71,626.99,626.49,626.64,311798
2026-01-26 11:50:00,626.635,626.955,626.56,626.81,213095
2026-01-26 11:55:00,626.82,627.04,626.74,626.935,171677
2026-01-26 12:00:00,626.94,627.61,626.85,627.4,389663
2026-01-26 12:05:00,627.4,627.48,627.1202,627.14,255107
2026-01-26 12:10:00,627.16,627.21,626.98,627.13,220046
2026-01-26 12:15:00,627.12,627.24,626.96,627.13,175339
2026-01-26 12:20:00,627.13,627.4301,627.09,627.32,218778
2026-01-26 12:25:00,627.33,627.42,627.075,627.09,215356
2026-01-26 12:30:00,627.09,627.11,626.74,626.96,262962
2026-01-26 12:35:00,626.96,627.16,626.8601,627.06,203192
2026-01-26 12:40:00,627.07,627.13,626.94,627.0,121081
2026-01-26 12:45:00,627.0,627.0,626.5,626.6,251947
2026-01-26 12:50:00,626.59,626.855,626.36,626.62,244804
2026-01-26 12:55:00,626.63,626.77,626.43,626.5699,117925
2026-01-26 13:00:00,626.575,626.73,626.27,626.5611,192799
2026-01-26 13:05:00,626.579,626.579,626.17,626.3026,205109
2026-01-26 13:10:00,626.3036,626.535,626.21,626.36,187799
2026-01-26 13:15:00,626.355,626.86,626.22,626.79,244958
2026-01-26 13:20:00,626.79,627.13,626.76,627.02,237272
2026-01-26 13:25:00,627.02,627.14,626.84,626.98,181933
2026-01-26 13:30:00,626.98,627.55,626.945,627.36,363664
2026-01-26 13:35:00,627.358,627.375,626.83,626.88,215305
2026-01-26 13:40:00,626.875,626.92,626.62,626.71,220043
2026-01-26 13:45:00,626.715,626.74,626.46,626.69,272271
2026-01-26 13:50:00,626.7,626.92,626.615,626.855,190066
2026-01-26 13:55:00,626.87,626.88,626.71,626.8,157416
2026-01-26 14:00:00,626.79,627.03,626.65,626.71,163890
2026-01-26 14:05:00,626.72,627.05,626.66,626.98,209397
2026-01-26 14:10:00,626.99,627.13,626.97,627.01,151142
2026-01-26 14:15:00,627.005,627.11,626.87,626.975,141073
2026-01-26 14:20:00,626.975,626.99,626.48,626.54,222956
2026-01-26 14:25:00,626.53,626.85,626.46,626.82,147356
2026-01-26 14:30:00,626.83,626.91,626.6,626.71,200277
2026-01-26 14:35:00,626.71,626.91,626.61,626.8601,185927
2026-01-26 14:40:00,626.87,627.11,626.82,626.92,204510
2026-01-26 14:45:00,626.92,626.98,626.52,626.62,201684
2026-01-26 14:50:00,626.62,626.73,626.38,626.38,235754
2026-01-26 14:55:00,626.38,626.595,626.31,626.32,218690
2026-01-26 15:00:00,626.33,626.5,626.15,626.49,216703
2026-01-26 15:05:00,626.49,626.59,626.4,626.51,182692
2026-01-26 15:10:00,626.5158,626.54,626.31,626.39,154472
2026-01-26 15:15:00,626.38,626.4,626.05,626.17,207047
2026-01-26 15:20:00,626.1701,626.38,626.055,626.27,288912
2026-01-26 15:25:00,626.26,626.45,626.1707,626.37,200675
2026-01-26 15:30:00,626.38,626.58,626.32,626.465,193250
