timestamp,open,high,low,close
2026-01-26 09:30:00,6923.23,6950.02,6921.6,6945.86
2026-01-26 10:00:00,6945.28,6957.46,6940.87,6948.94
2026-01-26 10:30:00,6949.27,6956.97,6945.4,6953.87
2026-01-26 11:00:00,6953.66,6956.02,6946.01,6954.59
2026-01-26 11:30:00,6954.52,6956.61,6951.36,6954.61
2026-01-26 12:00:00,6954.69,6960.53,6953.98,6958.55
2026-01-26 12:30:00,6958.49,6959.35,6953.81,6956.06
2026-01-26 13:00:00,6956.11,6961.75,6952.47,6961.23
2026-01-26 13:30:00,6961.15,6964.66,6957.04,6959.29
2026-01-26 14:00:00,6959.26,6962.98,6958.13,6961.85
2026-01-26 14:30:00,6961.77,6963.33,6958.68,6959.0
2026-01-26 15:00:00,6958.97,6960.87,6957.67,6958.9
2026-01-26 15:30:00,6958.84,6961.53,6949.54,6950.15
2026-01-26 16:00:00,6949.77,6950.3,6949.77,6950.23
2026-01-26 16:30:00,6950.23,6950.23,6950.23,6950.23
2026-01-27 09:30:00,6965.96,6978.44,6958.83,6976.2
2026-01-27 10:00:00,6975.61,6977.58,6968.83,6971.82
2026-01-27 10:30:00,6971.61,6984.89,6970.97,6983.48
2026-01-27 11:00:00,6983.54,6988.72,6983.42,6985.83
2026-01-27 11:30:00,6985.88,6988.82,6983.73,6983.95
2026-01-27 12:00:00,6983.86,6984.81,6977.22,6983.36
2026-01-27 12:30:00,6983.37,6984.1,6976.8,6977.5
2026-01-27 13:00:00,6977.55,6983.02,6972.74,6981.38
2026-01-27 13:30:00,6981.42,6985.14,6980.68,6983.54
2026-01-27 14:00:00,6983.57,6985.7,6980.56,6985.16
2026-01-27 14:30:00,6985.2,6986.89,6983.13,6984.1
2026-01-27 15:00:00,6984.1,6987.63,6982.97,6983.59
2026-01-27 15:30:00,6983.56,6984.99,6978.13,6978.58
2026-01-27 16:00:00,6978.77,6978.77,6978.53,6978.6
2026-01-27 16:30:00,6978.6,6978.6,6978.6,6978.6
2026-01-28 09:30:00,7002.0,7002.28,6993.73,6994.43
2026-01-28 10:00:00,6994.7,6996.48,6983.75,6988.98
2026-01-28 10:30:00,6988.99,6991.25,6978.67,6978.69
2026-01-28 11:00:00,6978.8,6986.46,6978.23,6984.31
2026-01-28 11:30:00,6985.27,6985.27,6968.23,6970.06
2026-01-28 12:00:00,6970.14,6979.65,6969.89,6971.79
2026-01-28 12:30:00,6971.78,6977.48,6968.44,6971.65
2026-01-28 13:00:00,6971.71,6977.6,6969.04,6974.83
2026-01-28 13:30:00,6974.81,6976.36,6971.05,6973.88
2026-01-28 14:00:00,6973.87,6979.18,6964.22,6964.43
2026-01-28 14:30:00,6964.44,6983.62,6963.46,6971.88
2026-01-28 15:00:00,6971.93,6985.54,6971.45,6977.68
2026-01-28 15:30:00,6977.57,6984.08,6971.23,6976.28
2026-01-28 16:00:00,6976.87,6978.06,6976.87,6978.03
2026-01-28 16:30:00,6978.03,6978.03,6978.03,6978.03
2026-01-29 09:30:00,6977.74,6992.84,6936.71,6936.71
2026-01-29 10:00:00,6937.54,6938.53,6911.6,6912.6
2026-01-29 10:30:00,6912.59,6914.64,6874.52,6882.85
2026-01-29 11:00:00,6882.79,6909.16,6870.8,6902.72
2026-01-29 11:30:00,6902.46,6912.74,6901.95,6909.54
2026-01-29 12:00:00,6909.69,6936.16,6909.59,6933.71
2026-01-29 12:30:00,6933.52,6939.41,6910.23,6910.91
2026-01-29 13:00:00,6911.4,6933.96,6910.55,6932.9
2026-01-29 13:30:00,6932.82,6940.31,6924.88,6929.01
2026-01-29 14:00:00,6928.67,6944.5,6925.5,6943.91
2026-01-29 14:30:00,6943.98,6944.85,6933.29,6933.37
2026-01-29 15:00:00,6933.62,6942.62,6933.33,6938.11
2026-01-29 15:30:00,6938.14,6971.09,6936.96,6966.27
2026-01-29 16:00:00,6967.41,6969.01,6967.41,6969.01
2026-01-29 16:30:00,6969.01,6969.01,6969.01,6969.01
2026-01-30 09:30:00,6947.27,6960.82,6935.89,6940.53
2026-01-30 10:00:00,6940.62,6962.2,6935.97,6935.97
2026-01-30 10:30:00,6935.87,6964.09,6931.91,6943.45
2026-01-30 11:00:00,6943.78,6948.78,6925.11,6932.95
2026-01-30 11:30:00,6933.07,6946.19,6927.24,6929.24
2026-01-30 12:00:00,6929.23,6934.03,6910.36,6932.98
2026-01-30 12:30:00,6933.4,6937.46,6914.12,6914.14
2026-01-30 13:00:00,6914.11,6924.76,6893.48,6917.28
2026-01-30 13:30:00,6917.16,6942.58,6901.36,6935.93
2026-01-30 14:00:00,6935.98,6949.36,6935.98,6936.38
2026-01-30 14:30:00,6936.0,6945.16,6927.01,6927.01
2026-01-30 15:00:00,6927.59,6933.82,6915.68,6922.89
2026-01-30 15:30:00,6922.97,6949.72,6922.56,6937.5
2026-01-30 16:00:00,6938.98,6939.88,6938.98,6939.03
2026-01-30 16:30:00,6939.03,6939.03,6939.03,6939.03
2026-02-02 09:30:00,6916.64,6960.31,6914.34,6949.3
2026-02-02 10:00:00,6948.75,6979.6,6946.69,6970.38
2026-02-02 10:30:00,6970.31,6980.82,6966.02,6969.79
2026-02-02 11:00:00,6969.86,6978.91,6962.11,6978.25
2026-02-02 11:30:00,6978.14,6980.58,6967.85,6979.77
2026-02-02 12:00:00,6979.82,6987.82,6979.01,6985.27
2026-02-02 12:30:00,6985.3,6991.92,6983.39,6986.93
2026-02-02 13:00:00,6986.95,6990.09,6979.85,6983.63
2026-02-02 13:30:00,6983.51,6989.88,6983.07,6987.56
2026-02-02 14:00:00,6987.36,6991.55,6986.09,6990.76
2026-02-02 14:30:00,6990.71,6990.71,6975.66,6976.17
2026-02-02 15:00:00,6976.62,6987.09,6972.69,6980.08
2026-02-02 15:30:00,6980.08,6981.72,6973.3,6976.23
2026-02-02 16:00:00,6976.78,6976.91,6976.44,6976.44
2026-02-02 16:30:00,6976.44,6976.44,6976.44,6976.44
2026-02-03 09:30:00,6985.45,6993.08,6954.71,6955.96
2026-02-03 10:00:00,6955.9,6958.34,6930.65,6944.18
2026-02-03 10:30:00,6944.26,6956.87,6931.55,6953.47
2026-02-03 11:00:00,6953.38,6953.65,6929.47,6929.95
2026-02-03 11:30:00,6930.28,6936.19,6924.76,6928.05
2026-02-03 12:00:00,6928.12,6928.86,6909.1,6910.27
2026-02-03 12:30:00,6910.24,6910.82,6895.73,6898.32
2026-02-03 13:00:00,6898.63,6906.68,6884.14,6885.56
2026-02-03 13:30:00,6885.64,6885.69,6869.9,6869.99
2026-02-03 14:00:00,6869.76,6893.98,6862.05,6882.83
2026-02-03 14:30:00,6883.37,6892.15,6873.61,6890.69
2026-02-03 15:00:00,6890.52,6899.48,6884.9,6897.49
2026-02-03 15:30:00,6897.35,6919.54,6897.35,6917.4
2026-02-03 16:00:00,6917.38,6917.81,6917.38,6917.81
2026-02-03 16:30:00,6917.81,6917.81,6917.81,6917.81
2026-02-04 09:30:00,6924.5,6936.09,6899.69,6902.29
2026-02-04 10:00:00,6902.77,6930.0,6886.09,6921.18
2026-02-04 10:30:00,6921.26,6924.7,6895.3,6906.48
2026-02-04 11:00:00,6907.57,6910.46,6885.78,6905.38
2026-02-04 11:30:00,6904.89,6905.56,6864.83,6887.71
2026-02-04 12:00:00,6887.58,6891.98,6855.17,6857.92
2026-02-04 12:30:00,6858.02,6868.45,6838.8,6858.33
2026-02-04 13:00:00,6858.36,6871.43,6845.04,6870.46
2026-02-04 13:30:00,6870.31,6876.86,6853.25,6867.94
2026-02-04 14:00:00,6868.05,6875.94,6856.49,6875.26
2026-02-04 14:30:00,6875.73,6906.56,6875.73,6904.85
2026-02-04 15:00:00,6905.0,6906.42,6889.55,6897.42
2026-02-04 15:30:00,6897.43,6904.92,6878.91,6882.76
2026-02-04 16:00:00,6882.22,6882.75,6882.22,6882.72
2026-02-04 16:30:00,6882.72,6882.72,6882.72,6882.72
2026-02-05 09:30:00,6837.39,6857.85,6806.92,6827.33
2026-02-05 10:00:00,6827.6,6832.71,6783.03,6787.15
2026-02-05 10:30:00,6786.86,6805.67,6780.46,6793.34
2026-02-05 11:00:00,6793.81,6819.47,6780.13,6817.05
2026-02-05 11:30:00,6817.97,6836.28,6811.56,6834.69
2026-02-05 12:00:00,6834.55,6840.69,6811.92,6837.09
2026-02-05 12:30:00,6837.04,6847.57,6823.9,6826.28
2026-02-05 13:00:00,6826.11,6834.17,6810.49,6812.68
2026-02-05 13:30:00,6812.73,6820.88,6798.47,6804.45
2026-02-05 14:00:00,6804.36,6835.64,6801.65,6823.42
2026-02-05 14:30:00,6823.53,6823.53,6805.56,6812.44
2026-02-05 15:00:00,6812.59,6830.13,6797.86,6799.05
2026-02-05 15:30:00,6799.05,6804.72,6783.67,6799.99
2026-02-05 16:00:00,6797.54,6798.4,6797.54,6798.4
2026-02-05 16:30:00,6798.4,6798.4,6798.4,6798.4
2026-02-06 09:30:00,6816.74,6887.13,6816.74,6868.99
