timestamp,open,high,low,close,volume
2026-01-25 18:00:00,6904.0,6910.0,6879.0,6908.75,15522
2026-01-25 18:30:00,6909.0,6916.5,6900.5,6914.25,8170
2026-01-25 19:00:00,6914.5,6924.75,6911.5,6924.0,9130
2026-01-25 19:30:00,6923.75,6925.0,6916.5,6919.5,5178
2026-01-25 20:00:00,6919.5,6933.25,6917.25,6930.25,10023
2026-01-25 20:30:00,6930.0,6933.25,6926.75,6930.0,4683
2026-01-25 21:00:00,6930.0,6933.0,6928.75,6930.25,3692
2026-01-25 21:30:00,6930.5,6930.5,6920.25,6923.0,4435
2026-01-25 22:00:00,6923.0,6931.75,6923.0,6927.5,4248
2026-01-25 22:30:00,6927.75,6929.5,6925.5,6927.0,2924
2026-01-25 23:00:00,6927.0,6930.25,6924.75,6930.0,2306
2026-01-25 23:30:00,6930.25,6931.5,6924.25,6926.75,2335
2026-01-26 00:00:00,6926.75,6932.5,6925.5,6931.5,2376
2026-01-26 00:30:00,6931.25,6934.0,6930.25,6933.25,2298
2026-01-26 01:00:00,6933.5,6939.0,6933.25,6937.5,3148
2026-01-26 01:30:00,6937.75,6938.25,6932.75,6934.0,3246
2026-01-26 02:00:00,6934.0,6939.75,6933.25,6939.0,2571
2026-01-26 02:30:00,6939.25,6943.0,6936.25,6940.75,4639
2026-01-26 03:00:00,6941.0,6949.25,6940.75,6947.0,6757
2026-01-26 03:30:00,6946.75,6949.25,6945.25,6948.0,4284
2026-01-26 04:00:00,6948.0,6950.25,6943.25,6943.5,6552
2026-01-26 04:30:00,6943.5,6944.0,6921.75,6928.25,12405
2026-01-26 05:00:00,6928.25,6934.75,6927.25,6934.0,5939
2026-01-26 05:30:00,6933.75,6938.75,6932.75,6934.25,4099
2026-01-26 06:00:00,6934.5,6936.0,6932.25,6933.75,3530
2026-01-26 06:30:00,6933.75,6937.5,6932.25,6936.75,3311
2026-01-26 07:00:00,6936.5,6944.75,6936.25,6941.0,6523
2026-01-26 07:30:00,6940.75,6942.0,6938.0,6940.75,5642
2026-01-26 08:00:00,6940.75,6948.25,6939.25,6943.5,8116
2026-01-26 08:30:00,6943.5,6952.5,6937.5,6951.75,10422
2026-01-26 09:00:00,6951.75,6958.0,6951.0,6957.75,18143
2026-01-26 09:30:00,6957.75,6980.0,6952.0,6976.5,129315
2026-01-26 10:00:00,6976.25,6988.0,6971.0,6979.25,88706
2026-01-26 10:30:00,6979.0,6987.25,6976.0,6983.75,69123
2026-01-26 11:00:00,6983.75,6986.5,6975.75,6985.0,62072
2026-01-26 11:30:00,6985.0,6987.5,6981.5,6984.75,43390
2026-01-26 12:00:00,6985.0,6991.0,6984.0,6989.0,37036
2026-01-26 12:30:00,6988.75,6989.75,6984.0,6986.0,31793
2026-01-26 13:00:00,6986.0,6993.0,6982.75,6991.75,35693
2026-01-26 13:30:00,6991.5,6995.5,6987.0,6989.75,42306
2026-01-26 14:00:00,6989.5,6993.5,6988.25,6992.25,32565
2026-01-26 14:30:00,6992.0,6993.75,6989.0,6989.5,32668
2026-01-26 15:00:00,6989.5,6991.25,6987.75,6989.0,35142
2026-01-26 15:30:00,6989.0,6991.5,6979.5,6980.75,132778
2026-01-26 16:00:00,6980.75,6983.0,6977.5,6982.5,37866
2026-01-26 16:30:00,6982.25,6982.25,6976.25,6977.0,7574
2026-01-26 18:00:00,6977.0,6983.5,6972.0,6978.0,7543
2026-01-26 18:30:00,6977.75,6981.25,6976.75,6981.25,3761
2026-01-26 19:00:00,6981.25,6982.5,6977.5,6981.25,2862
