timestamp,open,high,low,close
2026-01-26 09:00:00,6923.23,6950.02,6921.6,6945.86
2026-01-26 10:00:00,6945.28,6957.46,6940.87,6953.87
2026-01-26 11:00:00,6953.66,6956.61,6946.01,6954.61
2026-01-26 12:00:00,6954.69,6960.53,6953.81,6956.06
2026-01-26 13:00:00,6956.11,6964.66,6952.47,6959.29
2026-01-26 14:00:00,6959.26,6963.33,6958.13,6959.0
2026-01-26 15:00:00,6958.97,6961.53,6949.54,6950.15
2026-01-26 16:00:00,6949.77,6950.3,6949.77,6950.23
2026-01-27 09:00:00,6965.96,6978.44,6958.83,6976.2
2026-01-27 10:00:00,6975.61,6984.89,6968.83,6983.48
2026-01-27 11:00:00,6983.54,6988.82,6983.42,6983.95
2026-01-27 12:00:00,6983.86,6984.81,6976.8,6977.5
2026-01-27 13:00:00,6977.55,6985.14,6972.74,6983.54
2026-01-27 14:00:00,6983.57,6986.89,6980.56,6984.1
2026-01-27 15:00:00,6984.1,6987.63,6978.13,6978.58
2026-01-27 16:00:00,6978.77,6978.77,6978.53,6978.6
2026-01-28 09:00:00,7002.0,7002.28,6993.73,6994.43
2026-01-28 10:00:00,6994.7,6996.48,6978.67,6978.69
2026-01-28 11:00:00,6978.8,6986.46,6968.23,6970.06
2026-01-28 12:00:00,6970.14,6979.65,6968.44,6971.65
2026-01-28 13:00:00,6971.71,6977.6,6969.04,6973.88
2026-01-28 14:00:00,6973.87,6983.62,6963.46,6971.88
2026-01-28 15:00:00,6971.93,6985.54,6971.23,6976.28
2026-01-28 16:00:00,6976.87,6978.06,6976.87,6978.03
2026-01-29 09:00:00,6977.74,6992.84,6936.71,6936.71
2026-01-29 10:00:00,6937.54,6938.53,6874.52,6882.85
2026-01-29 11:00:00,6882.79,6912.74,6870.8,6909.54
2026-01-29 12:00:00,6909.69,6939.41,6909.59,6910.91
2026-01-29 13:00:00,6911.4,6940.31,6910.55,6929.01
2026-01-29 14:00:00,6928.67,6944.85,6925.5,6933.37
2026-01-29 15:00:00,6933.62,6971.09,6933.33,6966.27
2026-01-29 16:00:00,6967.41,6969.01,6967.41,6969.01
2026-01-30 09:00:00,6947.27,6960.82,6935.89,6940.53
2026-01-30 10:00:00,6940.62,6964.09,6931.91,6943.45
2026-01-30 11:00:00,6943.78,6948.78,6925.11,6929.24
2026-01-30 12:00:00,6929.23,6937.46,6910.36,6914.14
2026-01-30 13:00:00,6914.11,6942.58,6893.48,6935.93
2026-01-30 14:00:00,6935.98,6949.36,6927.01,6927.01
2026-01-30 15:00:00,6927.59,6949.72,6915.68,6937.5
2026-01-30 16:00:00,6938.98,6939.88,6938.98,6939.03
2026-02-02 09:00:00,6916.64,6960.31,6914.34,6949.3
2026-02-02 10:00:00,6948.75,6980.82,6946.69,6969.79
2026-02-02 11:00:00,6969.86,6980.58,6962.11,6979.77
2026-02-02 12:00:00,6979.82,6991.92,6979.01,6986.93
2026-02-02 13:00:00,6986.95,6990.09,6979.85,6987.56
2026-02-02 14:00:00,6987.36,6991.55,6975.66,6976.17
2026-02-02 15:00:00,6976.62,6987.09,6972.69,6976.23
2026-02-02 16:00:00,6976.78,6976.91,6976.44,6976.44
2026-02-03 09:00:00,6985.45,6993.08,6954.71,6955.96
2026-02-03 10:00:00,6955.9,6958.34,6930.65,6953.47
2026-02-03 11:00:00,6953.38,6953.65,6924.76,6928.05
2026-02-03 12:00:00,6928.12,6928.86,6895.73,6898.32
2026-02-03 13:00:00,6898.63,6906.68,6869.9,6869.99
2026-02-03 14:00:00,6869.76,6893.98,6862.05,6890.69
2026-02-03 15:00:00,6890.52,6919.54,6884.9,6917.4
2026-02-03 16:00:00,6917.38,6917.81,6917.38,6917.81
2026-02-04 09:00:00,6924.5,6936.09,6899.69,6902.29
2026-02-04 10:00:00,6902.77,6930.0,6886.09,6906.48
2026-02-04 11:00:00,6907.57,6910.46,6864.83,6887.71
2026-02-04 12:00:00,6887.58,6891.98,6838.8,6858.33
2026-02-04 13:00:00,6858.36,6876.86,6845.04,6867.94
2026-02-04 14:00:00,6868.05,6906.56,6856.49,6904.85
2026-02-04 15:00:00,6905.0,6906.42,6878.91,6882.76
2026-02-04 16:00:00,6882.22,6882.75,6882.22,6882.72
2026-02-05 09:00:00,6837.39,6857.85,6806.92,6827.33
2026-02-05 10:00:00,6827.6,6832.71,6780.46,6793.34
2026-02-05 11:00:00,6793.81,6836.28,6780.13,6834.69
2026-02-05 12:00:00,6834.55,6847.57,6811.92,6826.28
2026-02-05 13:00:00,6826.11,6834.17,6798.47,6804.45
2026-02-05 14:00:00,6804.36,6835.64,6801.65,6812.44
2026-02-05 15:00:00,6812.59,6830.13,6783.67,6799.99
2026-02-05 16:00:00,6797.54,6798.4,6797.54,6798.4
2026-02-06 09:00:00,6816.74,6887.13,6816.74,6868.99
2026-02-06 10:00:00,6868.13,6891.68,6853.6,6879.39
2026-02-06 11:00:00,6879.43,6902.12,6876.98,6896.34
2026-02-06 12:00:00,6896.38,6916.85,6893.96,6911.55
2026-02-06 13:00:00,6911.55,6918.15,6908.3,6911.76
2026-02-06 14:00:00,6911.87,6919.64,6909.45,6915.41
2026-02-06 15:00:00,6915.42,6944.89,6913.16,6930.27
2026-02-06 16:00:00,6930.54,6932.3,6930.54,6932.3
2026-02-09 09:00:00,6917.26,6938.54,6905.87,6926.97
2026-02-09 10:00:00,6924.94,6966.86,6924.55,6964.68
2026-02-09 11:00:00,6964.64,6978.17,6962.83,6975.56
2026-02-09 12:00:00,6975.68,6978.61,6967.18,6967.58
2026-02-09 13:00:00,6967.67,6973.79,6958.24,6968.68
2026-02-09 14:00:00,6968.63,6980.1,6966.91,6975.77
2026-02-09 15:00:00,6975.79,6978.85,6960.91,6963.17
2026-02-09 16:00:00,6962.69,6964.82,6962.69,6964.82
